id_registro,data,loja,entradas,horas_equipe,investimento_divulgacao,canal_divulgacao,desconto_campanha_pct,disponibilidade_produtos_pct,espera_media_min,cupons_emitidos,receita_liquida,lucro_bruto
R03041,2025-03-19,L4,150,38.2,150.62,Redes sociais,10,97.4,6.6,66,4192.23,1470.77
R03042,2025-03-19,L8,125,31.8,111.49,Redes sociais,15,95.2,7.2,50,2951.87,1015.55
R03043,2025-03-19,L2,131,35.0,0.00,Sem divulgação,10,97.5,7.6,44,3448.22,1173.36
R03044,2025-03-19,L1,205,43.3,223.65,Mídia local,0,95.3,9.0,51,3034.71,1263.10
R03045,2025-03-19,L7,157,36.5,130.90,Redes sociais,5,95.4,9.8,38,2832.47,969.58
R03046,2025-03-19,L6,143,34.7,0.00,Sem divulgação,0,94.5,9.1,31,2492.42,968.33
R03047,2025-03-19,L3,146,36.2,0.00,Sem divulgação,0,94.6,9.1,24,17974.07,5710.31
R03048,2025-03-19,L5,241,44.6,85.98,WhatsApp,0,85.8,11.3,27,1821.39,705.69
R03049,2025-03-20,L4,116,28.3,0.00,Sem divulgação,5,97.5,7.4,42,3152.37,1216.99
R03050,2025-03-20,L8,120,30.2,0.00,Sem divulgação,15,97.5,8.3,50,3074.25,1098.20
R03051,2025-03-20,L2,161,28.8,0.00,Sem divulgação,0,98.8,11.6,37,2652.26,1004.33
R03052,2025-03-20,L1,112,40.9,0.00,Sem divulgação,0,97.4,5.7,25,1700.29,726.49
R03053,2025-03-20,L7,164,34.6,0.00,Sem divulgação,5,98.0,8.9,52,3940.81,1304.39
R03054,2025-03-20,L6,235,45.2,94.80,Redes sociais,15,92.7,11.9,56,3459.55,1155.68
R03055,2025-03-20,L3,196,38.4,0.00,Sem divulgação,0,95.5,11.9,27,2264.78,800.88
R03056,2025-03-20,L5,222,44.8,0.00,Sem divulgação,0,93.9,11.9,23,1785.11,721.17
R03057,2025-03-21,L4,142,30.1,105.43,Mídia local,0,96.5,8.1,40,2335.21,889.94
R03058,2025-03-21,L8,181,29.3,125.84,Redes sociais,0,97.9,12.6,46,3104.50,1245.60
R03059,2025-03-21,L2,105,35.7,0.00,Sem divulgação,10,96.9,5.6,46,3340.24,1078.28
R03060,2025-03-21,L1,211,41.2,40.38,WhatsApp,15,97.2,11.1,53,3117.44,1103.15
R03061,2025-03-21,L7,236,46.1,78.59,WhatsApp,0,95.3,10.1,37,3013.65,1101.53
R03062,2025-03-21,L6,258,49.2,82.55,Redes sociais,10,94.7,11.1,63,3662.40,1236.25
R03063,2025-03-21,L3,190,49.1,104.95,Redes sociais,0,97.6,8.6,54,5095.70,1753.18
R03064,2025-03-21,L5,310,45.6,92.85,Redes sociais,0,92.6,13.9,28,2259.97,864.85
R03065,2025-03-22,L4,200,37.9,129.21,WhatsApp,10,97.8,11.2,68,3940.44,1377.57
R03066,2025-03-22,L8,178,36.2,87.72,Redes sociais,10,97.1,8.9,64,4042.22,1362.17
R03067,2025-03-22,L2,124,33.2,0.00,Sem divulgação,0,96.2,6.7,41,3194.24,1151.92
R03068,2025-03-22,L1,231,41.8,129.85,Mídia local,20,98.5,12.8,79,4214.49,1365.76
R03069,2025-03-22,L7,252,48.8,113.23,WhatsApp,5,95.3,9.6,62,4352.22,1476.08
R03070,2025-03-22,L6,252,49.1,113.19,Redes sociais,0,95.1,11.4,63,5286.95,2002.96
R03071,2025-03-22,L3,207,48.0,112.94,Redes sociais,10,95.4,9.3,44,4070.81,1297.47
R03072,2025-03-22,L5,249,44.6,0.00,Sem divulgação,0,95.1,13.0,59,4359.00,1660.54
R03073,2025-03-24,L4,87,28.2,66.17,WhatsApp,5,96.4,4.7,36,2474.06,908.62
R03074,2025-03-24,L8,179,38.0,131.38,Redes sociais,5,96.5,9.3,44,3046.97,1196.16
R03075,2025-03-24,L2,103,30.1,0.00,Sem divulgação,5,95.5,7.2,27,2121.94,735.38
R03076,2025-03-24,L1,117,27.5,0.00,Sem divulgação,0,99.3,8.8,32,2059.61,856.31
R03077,2025-03-24,L7,145,30.5,0.00,Sem divulgação,0,93.3,9.5,40,3166.13,1114.98
R03078,2025-03-24,L6,204,40.1,78.90,Redes sociais,0,97.9,10.3,53,3813.90,1391.06
R03079,2025-03-24,L3,154,32.2,0.00,Sem divulgação,10,86.4,10.0,32,2501.39,731.47
R03080,2025-03-24,L5,252,43.1,218.88,WhatsApp,0,96.1,12.0,44,3427.40,1329.44
R03081,2025-03-25,L4,82,24.5,0.00,Sem divulgação,10,96.4,6.6,39,2587.17,926.49
R03082,2025-03-25,L8,112,25.1,0.00,Sem divulgação,10,99.1,6.8,56,3292.24,1188.25
R03083,2025-03-25,L2,169,38.4,231.38,Mídia local,15,92.2,8.1,62,3736.30,1120.58
R03084,2025-03-25,L1,219,41.8,315.49,Redes sociais,10,84.4,11.7,36,2398.63,876.84
R03085,2025-03-25,L7,195,46.3,104.37,Redes sociais,15,92.6,9.1,45,3671.79,1090.38
R03086,2025-03-25,L6,197,36.1,0.00,Sem divulgação,0,93.9,12.2,29,2171.57,842.79
R03087,2025-03-25,L3,210,42.2,25.00,Redes sociais,5,97.6,11.2,41,3180.62,1091.32
R03088,2025-03-25,L5,216,49.9,94.42,Redes sociais,5,96.8,9.3,39,2652.93,1033.15
R03089,2025-03-26,L4,130,26.5,149.36,Redes sociais,10,98.7,9.4,52,3165.99,1106.19
R03090,2025-03-26,L8,137,35.4,103.89,Mídia local,5,97.9,8.0,47,3466.78,1385.44
R03091,2025-03-26,L2,124,29.8,0.00,Sem divulgação,0,97.5,8.9,26,1894.86,732.43
R03092,2025-03-26,L1,138,37.4,51.40,Redes sociais,20,98.4,8.5,52,2939.87,1034.60
R03093,2025-03-26,L7,153,38.9,59.77,Mídia local,0,93.7,7.9,32,2069.38,773.67
R03094,2025-03-26,L6,149,41.0,95.72,WhatsApp,0,91.9,8.0,27,1826.46,706.96
R03095,2025-03-26,L3,148,34.8,0.00,Sem divulgação,5,92.8,8.7,24,2049.16,676.32
R03096,2025-03-26,L5,200,48.1,199.51,Mídia local,0,97.2,9.6,37,2727.49,1075.04
R03097,2025-03-27,L4,119,27.9,0.00,Sem divulgação,10,93.5,7.0,40,2740.92,937.97
R03098,2025-03-27,L8,134,29.5,0.00,Sem divulgação,5,92.9,8.6,40,3300.35,1238.80
R03099,2025-03-27,L2,164,33.5,120.40,WhatsApp,0,95.6,9.2,67,4599.99,1699.05
R03100,2025-03-27,L1,171,37.9,106.16,Redes sociais,0,95.0,8.2,47,3024.69,1267.96
R03101,2025-03-27,L7,206,39.2,96.46,Redes sociais,10,93.3,11.4,45,3319.55,1062.07
R03102,2025-03-27,L6,265,40.4,195.13,Redes sociais,5,93.5,13.9,37,2916.52,1077.41
R03103,2025-03-27,L3,164,40.0,48.18,Redes sociais,15,98.7,7.9,50,3586.32,1006.45
R03104,2025-03-27,L5,260,51.7,151.43,Mídia local,0,93.7,10.4,56,3892.21,1478.12
R03105,2025-03-28,L4,178,30.7,80.97,WhatsApp,5,98.3,12.6,56,4205.46,1543.93
R03106,2025-03-28,L8,136,27.1,0.00,Sem divulgação,0,98.9,10.7,47,3040.35,1275.33
R03107,2025-03-28,L2,130,33.5,0.00,Sem divulgação,5,94.9,7.5,42,3627.83,1280.40
R03108,2025-03-28,L1,192,32.7,0.00,Sem divulgação,5,97.7,11.7,42,3023.93,1183.31
R03109,2025-03-28,L7,227,49.1,108.32,Redes sociais,10,95.8,8.1,66,4116.12,1323.64
R03110,2025-03-28,L6,227,40.5,0.00,Sem divulgação,10,93.6,12.3,49,3176.53,1078.46
R03111,2025-03-28,L3,293,48.3,64.24,Redes sociais,0,96.6,12.8,35,3438.63,1161.95
R03112,2025-03-28,L5,289,51.3,198.53,Mídia local,0,94.4,12.4,41,3250.40,1293.18
R03113,2025-03-29,L4,153,25.3,0.00,Sem divulgação,15,98.7,12.4,60,4254.51,1461.64
R03114,2025-03-29,L8,149,30.4,0.00,Sem divulgação,0,97.1,10.2,44,3414.85,1400.83
R03115,2025-03-29,L2,187,38.7,72.65,WhatsApp,15,93.9,10.5,63,4169.56,1288.41
R03116,2025-03-29,L1,183,34.2,0.00,Sem divulgação,15,99.1,11.2,62,3596.79,1332.69
R03117,2025-03-29,L7,226,37.5,0.00,Sem divulgação,15,95.0,12.5,59,4767.14,1503.84
R03118,2025-03-29,L6,201,44.2,0.00,Sem divulgação,0,96.7,10.4,46,3244.43,1225.22
R03119,2025-03-29,L3,265,52.7,223.91,WhatsApp,0,94.4,8.8,35,2958.21,1035.74
R03120,2025-03-29,L5,334,54.4,275.40,Redes sociais,10,95.1,14.5,66,3886.12,1384.92
R03121,2025-03-31,L4,115,28.6,79.49,Mídia local,0,97.2,6.4,59,3853.58,1495.30
R03122,2025-03-31,L8,157,32.8,91.34,Redes sociais,10,96.6,8.7,47,2798.38,1004.54
R03123,2025-03-31,L2,152,33.1,87.12,Mídia local,5,96.3,8.5,53,3270.37,1145.26
R03124,2025-03-31,L1,146,32.8,63.68,WhatsApp,10,98.0,9.3,46,2263.91,844.17
R03125,2025-03-31,L7,173,39.4,205.86,Redes sociais,15,95.6,9.4,46,3186.51,935.42
R03126,2025-03-31,L6,212,41.3,224.25,Redes sociais,10,94.9,10.9,62,3833.63,1273.69
R03127,2025-03-31,L3,165,41.2,123.93,WhatsApp,5,96.5,8.1,31,2475.27,782.44
R03128,2025-03-31,L5,178,37.4,0.00,Sem divulgação,0,97.1,10.7,31,2421.73,945.11
R03129,2025-04-01,L4,108,30.3,74.15,WhatsApp,0,94.7,7.7,36,2600.09,975.03
R03130,2025-04-01,L8,137,32.6,53.01,Redes sociais,0,97.0,7.4,41,2721.25,1107.77
R03131,2025-04-01,L2,113,34.2,0.00,Sem divulgação,0,96.3,7.1,37,2578.49,973.48
R03132,2025-04-01,L1,204,38.0,177.01,Redes sociais,10,95.5,12.6,51,2812.90,1105.47
R03133,2025-04-01,L7,113,30.5,0.00,Sem divulgação,0,96.5,8.3,28,1928.78,693.74
R03134,2025-04-01,L6,201,33.3,0.00,Sem divulgação,15,94.5,12.4,51,3088.91,1010.20
R03135,2025-04-01,L3,196,42.0,0.00,Sem divulgação,0,96.8,10.5,31,2920.88,1040.08
R03136,2025-04-01,L5,210,38.7,77.82,WhatsApp,5,94.4,11.6,21,1269.06,468.73
R03137,2025-04-02,L4,168,32.5,112.26,WhatsApp,0,97.0,10.5,49,3512.97,1356.25
R03138,2025-04-02,L8,158,32.5,85.63,Mídia local,10,97.0,9.6,60,4334.50,1659.17
R03139,2025-04-02,L2,138,38.0,124.14,WhatsApp,0,96.5,6.5,64,4778.18,1827.10
R03140,2025-04-02,L1,174,36.4,68.34,Mídia local,5,93.6,9.5,35,2049.42,802.83
R03141,2025-04-02,L7,184,39.8,104.60,Mídia local,10,92.4,8.9,40,2810.67,889.31
R03142,2025-04-02,L6,254,47.2,181.57,Redes sociais,10,94.5,10.9,68,4325.17,1507.02
R03143,2025-04-02,L3,233,52.1,123.74,Redes sociais,0,93.8,8.9,41,3559.64,1214.64
R03144,2025-04-02,L5,287,48.6,79.86,WhatsApp,10,97.3,12.8,46,2976.32,1027.49
R03145,2025-04-03,L4,86,29.4,0.00,Sem divulgação,0,93.6,5.7,26,1937.43,726.41
R03146,2025-04-03,L8,151,43.5,69.40,Redes sociais,10,95.2,7.9,48,2642.48,960.25
R03147,2025-04-03,L2,135,23.2,0.00,Sem divulgação,0,96.5,11.0,30,2288.61,835.51
R03148,2025-04-03,L1,202,40.0,108.70,Mídia local,5,95.2,9.3,60,3672.68,1408.36
R03149,2025-04-03,L7,200,46.4,152.29,Redes sociais,10,94.1,8.0,66,4224.92,1400.67
R03150,2025-04-03,L6,198,40.4,38.82,Redes sociais,5,93.3,11.3,38,3076.51,1126.34
R03151,2025-04-03,L3,215,43.6,133.58,WhatsApp,0,97.5,10.6,59,5032.32,1787.51
R03152,2025-04-03,L5,241,41.8,0.00,Sem divulgação,15,93.9,12.1,43,3264.12,1150.59
R03153,2025-04-04,L4,93,24.1,0.00,Sem divulgação,5,96.9,6.6,32,2038.97,757.97
R03154,2025-04-04,L8,167,30.5,49.71,Redes sociais,10,99.9,11.4,52,3360.84,1259.41
R03155,2025-04-04,L2,175,34.8,138.38,WhatsApp,0,95.5,11.6,37,3346.76,1172.36
R03156,2025-04-04,L1,138,28.8,0.00,Sem divulgação,0,98.7,10.4,43,2598.21,1035.66
R03157,2025-04-04,L7,200,42.7,252.70,Redes sociais,5,95.2,10.1,52,4129.14,1430.37
R03158,2025-04-04,L6,177,41.5,32.93,Mídia local,10,93.6,8.6,28,2022.26,673.23
R03159,2025-04-04,L3,264,43.2,169.83,WhatsApp,20,82.2,12.8,27,1979.66,493.35
R03160,2025-04-04,L5,188,51.2,122.26,Redes sociais,0,93.7,8.6,36,2831.50,1154.86
R03161,2025-04-05,L4,114,33.6,58.69,WhatsApp,15,97.3,6.2,56,3359.68,1172.96
R03162,2025-04-05,L8,121,30.0,0.00,Sem divulgação,0,95.2,8.8,26,1681.19,679.86
R03163,2025-04-05,L2,159,36.4,71.21,WhatsApp,0,95.9,9.3,35,2332.37,839.14
R03164,2025-04-05,L1,221,43.3,105.44,Redes sociais,15,99.1,11.6,86,4965.21,1716.16
R03165,2025-04-05,L7,236,44.4,168.61,Redes sociais,15,95.0,11.0,74,5681.00,1826.56
R03166,2025-04-05,L6,228,43.0,50.59,Redes sociais,0,95.0,11.6,42,3225.41,1193.76
R03167,2025-04-05,L3,320,49.1,145.07,WhatsApp,0,93.2,14.5,32,3053.41,1081.94
R03168,2025-04-05,L5,208,46.7,122.17,Mídia local,0,93.5,9.5,49,4000.53,1573.64
R03169,2025-04-07,L4,129,31.0,125.41,Redes sociais,10,98.3,7.4,54,3564.94,1225.52
R03170,2025-04-07,L8,128,36.2,94.99,WhatsApp,10,95.9,5.8,40,2518.51,910.23
R03171,2025-04-07,L2,90,35.0,0.00,Sem divulgação,20,95.8,5.6,42,2713.85,787.26
R03172,2025-04-07,L1,193,36.4,211.66,Mídia local,10,97.6,10.2,59,3351.35,1274.25
R03173,2025-04-07,L7,165,41.5,95.42,Redes sociais,5,95.1,7.9,51,4463.90,1609.87
R03174,2025-04-07,L6,204,39.6,127.18,Redes sociais,0,93.7,11.2,44,3354.23,1296.50
R03175,2025-04-07,L3,157,38.7,0.00,Sem divulgação,15,94.0,9.0,50,4944.91,1441.93
R03176,2025-04-07,L5,239,38.8,0.00,Sem divulgação,0,92.7,13.6,27,1987.95,801.88
R03177,2025-04-08,L4,130,36.5,206.91,WhatsApp,5,98.0,7.3,59,3671.86,1395.30
R03178,2025-04-08,L8,85,32.6,128.70,WhatsApp,10,97.9,4.9,43,2336.86,827.23
R03179,2025-04-08,L2,111,29.0,0.00,Sem divulgação,15,97.4,7.0,47,3813.62,1183.32
R03180,2025-04-08,L1,182,37.4,134.06,WhatsApp,5,97.9,10.2,45,2808.06,1133.75
R03181,2025-04-08,L7,168,33.5,0.00,Sem divulgação,0,95.5,10.1,21,1561.48,581.80
R03182,2025-04-08,L6,215,39.8,178.18,WhatsApp,0,92.7,9.7,41,2987.93,1150.47
R03183,2025-04-08,L3,175,36.1,0.00,Sem divulgação,0,97.4,10.0,47,3632.77,1267.60
R03184,2025-04-08,L5,232,37.5,64.96,Redes sociais,0,96.5,12.5,46,4122.54,1654.50
R03185,2025-04-09,L4,120,33.2,71.10,Redes sociais,0,95.8,4.4,41,3427.87,1339.09
R03186,2025-04-09,L8,119,34.3,121.59,Mídia local,0,99.7,6.4,47,3323.01,1333.75
R03187,2025-04-09,L2,153,31.7,58.01,Redes sociais,5,95.9,10.0,35,2589.80,875.62
R03188,2025-04-09,L1,186,35.9,98.61,WhatsApp,20,98.0,10.3,63,3928.55,1276.54
R03189,2025-04-09,L7,156,39.9,74.45,WhatsApp,15,94.0,5.8,45,3440.47,1048.23
R03190,2025-04-09,L6,228,38.9,186.22,WhatsApp,0,97.2,13.3,59,3917.54,1486.06
R03191,2025-04-09,L3,209,44.6,91.22,Redes sociais,0,95.7,11.5,23,1946.80,678.32
R03192,2025-04-09,L5,196,47.8,123.91,Redes sociais,10,96.9,10.0,57,3855.61,1396.03
R03193,2025-04-10,L4,111,28.3,0.00,Sem divulgação,5,98.8,7.5,44,2755.32,1054.91
R03194,2025-04-10,L8,152,26.6,74.94,Mídia local,5,96.0,12.2,40,2607.09,1011.38
R03195,2025-04-10,L2,157,33.4,181.59,Redes sociais,0,97.0,9.4,39,3618.06,1302.03
R03196,2025-04-10,L1,178,35.6,0.00,Sem divulgação,10,94.7,10.1,43,2639.08,971.74
R03197,2025-04-10,L7,196,46.3,84.57,Redes sociais,0,95.1,7.4,55,3952.82,1394.88
R03198,2025-04-10,L6,235,45.2,103.53,Redes sociais,0,97.3,11.0,40,2769.11,1090.02
R03199,2025-04-10,L3,256,48.1,52.71,WhatsApp,0,97.3,11.2,48,4107.67,1438.81
R03200,2025-04-10,L5,246,46.0,83.68,Mídia local,0,93.2,11.8,34,2403.23,915.11
R03201,2025-04-11,L4,143,38.3,82.31,WhatsApp,5,85.4,6.7,31,2095.06,820.92
R03202,2025-04-11,L8,135,27.3,0.00,Sem divulgação,5,98.5,9.1,48,2941.13,1080.90
R03203,2025-04-11,L2,194,37.5,213.60,WhatsApp,15,97.9,9.4,58,4428.01,1373.44
R03204,2025-04-11,L1,184,39.8,106.91,Mídia local,5,98.4,8.9,37,2351.75,942.68
R03205,2025-04-11,L7,229,47.6,220.42,Redes sociais,0,92.1,9.3,28,2207.27,783.13
R03206,2025-04-11,L6,228,40.3,72.85,Mídia local,15,97.7,12.9,65,4784.30,1578.85
R03207,2025-04-11,L3,252,51.3,165.51,Redes sociais,15,93.3,11.0,60,4437.61,1233.86
R03208,2025-04-11,L5,250,45.5,62.50,Redes sociais,0,97.6,12.4,47,3605.65,1394.44
R03209,2025-04-12,L4,133,33.3,113.21,Mídia local,5,98.8,7.3,65,4647.94,1670.19
R03210,2025-04-12,L8,80,33.5,0.00,Sem divulgação,0,95.1,3.8,34,2927.44,1126.39
R03211,2025-04-12,L2,125,38.8,0.00,Sem divulgação,0,95.1,7.1,39,2574.38,966.46
R03212,2025-04-12,L1,179,49.4,177.01,WhatsApp,0,98.6,8.7,52,3459.28,1396.28
R03213,2025-04-12,L7,173,35.3,0.00,Sem divulgação,0,93.3,12.0,30,2563.99,891.42
R03214,2025-04-12,L6,247,45.1,135.30,Mídia local,0,95.1,9.7,63,5387.74,2087.78
R03215,2025-04-12,L3,264,42.9,66.28,WhatsApp,0,96.2,13.3,40,3524.25,1313.57
R03216,2025-04-12,L5,275,39.8,0.00,Sem divulgação,0,93.0,14.8,59,4355.63,1726.94
R03217,2025-04-14,L4,87,27.9,0.00,Sem divulgação,0,97.4,5.6,35,2421.58,966.95
R03218,2025-04-14,L8,76,31.9,0.00,Sem divulgação,10,93.6,4.3,31,1768.60,662.15
R03219,2025-04-14,L2,170,36.7,239.37,WhatsApp,10,96.0,8.9,51,4053.32,1415.73
R03220,2025-04-14,L1,153,27.5,141.95,Mídia local,20,96.9,11.4,44,2498.59,855.07
R03221,2025-04-14,L7,138,36.9,275.37,Redes sociais,10,93.5,7.7,36,2262.40,768.92
R03222,2025-04-14,L6,154,30.1,72.77,Mídia local,0,96.8,11.6,43,3271.02,1245.84
R03223,2025-04-14,L3,162,34.8,0.00,Sem divulgação,5,95.5,10.3,34,2903.32,927.34
R03224,2025-04-14,L5,194,41.9,85.62,Redes sociais,10,92.7,11.6,42,2457.04,855.85
R03225,2025-04-15,L4,72,27.8,0.00,Sem divulgação,10,99.8,3.2,38,2541.65,916.06
R03226,2025-04-15,L8,149,33.1,68.99,Mídia local,10,96.5,8.3,51,3432.62,1319.13
R03227,2025-04-15,L2,172,37.5,127.70,Mídia local,0,96.2,8.3,51,4479.49,1647.98
R03228,2025-04-15,L1,188,40.9,95.26,Redes sociais,0,95.1,9.8,39,2281.95,904.43
R03229,2025-04-15,L7,170,35.4,48.48,Redes sociais,0,95.0,10.6,28,2059.95,736.67
R03230,2025-04-15,L6,175,38.3,0.00,Sem divulgação,10,92.8,10.3,51,3761.08,1255.71
R03231,2025-04-15,L3,199,41.1,0.00,Sem divulgação,0,96.7,10.5,31,2650.51,947.50
R03232,2025-04-15,L5,299,48.9,164.75,Redes sociais,0,94.0,13.8,42,2658.99,999.00
R03233,2025-04-16,L4,59,20.5,0.00,Sem divulgação,5,97.6,4.6,28,1848.78,644.00
R03234,2025-04-16,L8,98,19.4,0.00,Sem divulgação,10,94.4,10.6,36,2356.67,893.53
R03235,2025-04-16,L2,194,35.0,223.37,Redes sociais,0,93.7,11.8,41,3186.82,1160.17
R03236,2025-04-16,L1,186,34.7,78.00,WhatsApp,0,98.3,11.6,42,2315.46,953.44
R03237,2025-04-16,L7,125,34.3,0.00,Sem divulgação,0,92.4,6.5,34,2835.48,1052.16
R03238,2025-04-16,L6,203,35.9,118.43,Redes sociais,5,96.0,11.5,55,3320.08,1171.13
R03239,2025-04-16,L3,200,37.3,53.36,WhatsApp,15,98.3,11.9,55,3866.33,1033.82
R03240,2025-04-16,L5,236,48.6,196.23,Mídia local,15,96.3,11.7,42,2647.78,843.42
R03241,2025-04-17,L4,89,23.3,0.00,Sem divulgação,5,96.8,7.2,36,2385.47,878.76
R03242,2025-04-17,L8,96,28.9,0.00,Sem divulgação,0,94.8,5.5,36,2084.49,825.83
R03243,2025-04-17,L2,166,40.0,232.23,WhatsApp,0,98.7,8.7,62,4407.20,1612.11
R03244,2025-04-17,L1,168,38.3,139.52,Mídia local,5,97.7,8.5,50,3137.58,1248.97
R03245,2025-04-17,L7,165,32.0,0.00,Sem divulgação,0,96.0,10.7,32,2673.95,926.25
R03246,2025-04-17,L6,211,44.9,91.03,WhatsApp,0,94.6,10.2,49,3953.14,1502.36
R03247,2025-04-17,L3,210,41.0,74.23,WhatsApp,10,93.6,12.6,30,2552.26,822.56
R03248,2025-04-17,L5,288,47.8,137.95,Mídia local,0,92.4,13.3,36,2624.11,1006.65
R03249,2025-04-18,L4,146,34.2,170.76,Redes sociais,0,99.6,9.5,40,2734.03,1080.41
R03250,2025-04-18,L8,119,30.6,0.00,Sem divulgação,10,95.4,8.5,54,3901.64,1369.19
R03251,2025-04-18,L2,149,30.0,0.00,Sem divulgação,10,95.8,10.3,46,3311.98,1056.29
R03252,2025-04-18,L1,214,40.3,134.72,Redes sociais,0,96.6,10.6,54,3384.48,1403.11
R03253,2025-04-18,L7,185,45.9,96.98,WhatsApp,0,92.5,8.2,43,3011.50,1078.46
R03254,2025-04-18,L6,175,37.2,0.00,Sem divulgação,5,97.1,9.5,53,3539.22,1273.90
R03255,2025-04-18,L3,211,38.8,0.00,Sem divulgação,20,93.7,12.0,53,4204.92,1113.40
R03256,2025-04-18,L5,212,40.4,0.00,Sem divulgação,0,93.4,10.8,28,2017.55,781.07
R03257,2025-04-19,L4,145,32.5,146.49,Redes sociais,0,96.0,8.7,42,2771.80,1076.91
R03258,2025-04-19,L8,130,33.6,0.00,Sem divulgação,0,96.2,6.7,41,2781.67,1112.31
R03259,2025-04-19,L2,184,38.5,0.00,Sem divulgação,20,97.0,9.2,84,5825.82,1586.17
R03260,2025-04-19,L1,181,32.3,0.00,Sem divulgação,15,97.1,10.6,59,3454.27,1273.34
R03261,2025-04-19,L7,214,44.1,94.58,WhatsApp,0,94.7,10.3,47,4176.65,1490.41
R03262,2025-04-19,L6,227,46.2,92.24,Redes sociais,0,94.5,10.7,62,4267.24,1604.62
R03263,2025-04-19,L3,231,55.2,78.41,Redes sociais,15,97.1,8.8,71,5241.85,1711.90
R03264,2025-04-19,L5,271,51.3,53.64,Redes sociais,10,92.6,11.8,62,4285.20,1443.33
R03265,2025-04-21,L4,134,34.8,196.32,WhatsApp,10,94.7,7.7,41,3055.18,1015.65
R03266,2025-04-21,L8,70,27.3,0.00,Sem divulgação,5,97.2,4.6,34,2186.03,822.86
R03267,2025-04-21,L2,141,33.4,93.91,WhatsApp,0,86.7,8.2,43,3325.95,1261.30
R03268,2025-04-21,L1,115,30.9,0.00,Sem divulgação,20,97.4,6.2,53,3051.43,1055.08
R03269,2025-04-21,L7,181,37.2,93.48,Redes sociais,15,97.4,10.4,58,4339.19,1376.51
R03270,2025-04-21,L6,187,34.9,63.73,Mídia local,0,95.2,10.5,33,2342.76,926.10
R03271,2025-04-21,L3,231,36.6,171.14,Mídia local,15,95.3,13.5,46,3185.09,888.19
R03272,2025-04-21,L5,206,44.8,127.19,Redes sociais,0,95.1,9.3,47,3742.01,1464.59
R03273,2025-04-22,L4,144,28.4,109.22,WhatsApp,0,97.6,9.6,42,3485.30,1410.62
R03274,2025-04-22,L8,95,33.5,0.00,Sem divulgação,0,99.6,6.4,35,2597.50,1042.72
R03275,2025-04-22,L2,114,38.4,0.00,Sem divulgação,0,95.6,5.6,42,3051.86,1154.77
R03276,2025-04-22,L1,179,41.0,79.55,WhatsApp,0,97.2,8.2,43,2747.65,1144.39
R03277,2025-04-22,L7,142,31.7,0.00,Sem divulgação,0,96.7,8.3,31,2231.08,824.64
R03278,2025-04-22,L6,157,39.0,59.93,WhatsApp,20,93.1,9.3,38,2531.46,858.58
R03279,2025-04-22,L3,128,35.5,0.00,Sem divulgação,0,97.9,7.2,35,2999.26,1036.38
R03280,2025-04-22,L5,228,44.7,90.13,WhatsApp,0,96.3,10.8,59,4415.32,1698.72
R03281,2025-04-23,L4,141,31.6,125.68,Redes sociais,15,98.3,9.9,61,3757.65,1306.67
R03282,2025-04-23,L8,92,25.5,0.00,Sem divulgação,5,95.2,6.9,38,2763.50,1059.85
R03283,2025-04-23,L2,154,31.9,0.00,Sem divulgação,0,93.8,9.3,37,2705.56,1016.41
R03284,2025-04-23,L1,171,37.3,145.41,Redes sociais,15,95.5,8.7,49,3113.81,1100.72
R03285,2025-04-23,L7,226,44.3,206.52,Redes sociais,15,95.9,9.2,74,4834.84,1460.03
R03286,2025-04-23,L6,232,38.7,57.94,Redes sociais,0,93.1,13.0,42,2693.90,1048.94
R03287,2025-04-23,L3,214,47.8,0.00,Sem divulgação,0,97.1,9.8,32,2396.30,839.21
R03288,2025-04-23,L5,180,36.9,0.00,Sem divulgação,0,94.1,10.7,20,1515.79,560.90
R03289,2025-04-24,L4,122,25.1,0.00,Sem divulgação,5,96.5,9.7,30,1993.74,789.79
R03290,2025-04-24,L8,143,35.1,147.81,Redes sociais,10,95.2,8.6,57,3885.45,1340.35
R03291,2025-04-24,L2,165,36.3,132.01,Mídia local,0,96.9,11.1,24,1836.27,668.65
R03292,2025-04-24,L1,164,44.0,74.28,Redes sociais,5,97.9,7.6,50,3252.94,1227.59
R03293,2025-04-24,L7,165,40.0,0.00,Sem divulgação,15,86.9,7.9,41,2924.35,899.30
R03294,2025-04-24,L6,182,33.3,0.00,Sem divulgação,10,97.1,12.4,36,2408.93,812.58
R03295,2025-04-24,L3,239,38.0,50.89,Mídia local,0,94.5,14.2,30,2863.71,1055.57
R03296,2025-04-24,L5,257,36.3,0.00,Sem divulgação,15,94.3,15.6,34,2443.57,857.60
R03297,2025-04-25,L4,179,31.6,151.32,Redes sociais,5,97.1,11.7,49,3890.57,1400.11
R03298,2025-04-25,L8,148,32.0,74.68,WhatsApp,5,97.8,7.8,59,3783.23,1415.19
R03299,2025-04-25,L2,177,38.6,109.52,WhatsApp,20,96.3,9.4,57,3891.87,1106.18
R03300,2025-04-25,L1,161,31.2,62.71,WhatsApp,10,97.6,11.5,48,2771.37,1065.77
R03301,2025-04-25,L7,158,33.5,86.44,WhatsApp,0,96.9,9.8,24,2015.59,751.81
R03302,2025-04-25,L6,254,42.9,216.29,WhatsApp,5,96.2,13.4,65,4866.44,1748.06
